author,content,stat_time,thumbs_up
-绝世小萌女～～,"昨晚我开 直 播，聊着聊着就和网友们说到“诗仙”李白！,我说:其实我更喜欢称他“李太白”！“太”是超然的意思，比如太上皇！,“李白”是人，“李太白”是仙！,如果把人分成两面，“李白”的另一半就是“李太白”！,可能我故作高深，直播间里的人都懵了！,这时侄子跑进房间，纠正我说:姑姑你真傻，李白的另一半应该是“李太太”！,直播间笑的炸开了锅","
2020-08-15 07:36
",1445
璃白°,"周末和瘦琪润菲在玩游戏，我是最大的赢家，按规则她俩负责午餐，我像姥姥一样等候她俩伺候。,一会儿，瘦琪带着三分快外卖先回来了，说是润芬没那么快，要等五分钟，我为了显示作为赢家的优越感，打开我那份外卖先吃了起来，瘦琪笑骂我饿死鬼投胎没？，我笑笑损她你这是嫉妒赢家。,当我风卷残云快吃饱的时候，润芬回来了，手里提着烧鹅和啤酒。。。","
2020-08-05 05:58
",1429
义行天下7,"老婆嘴 馋，又舍不得买  肉 ！,这天吃饭时老婆抱怨道:当 初 我如果嫁给 杀  猪的就好了，这辈子有吃不完的 肉！,儿子撇了一下嘴道:你可拉倒吧，妈妈，就你这爆脾气，不讲道理，罗里吧嗦的，嫁 给 杀 猪 的估计吃不了几天！,“啪”一声，我背后挨了狠狠一巴掌，火 辣 辣的疼，扭头一看母老虎怒目圆睁的瞪 着我吼道:子 不 教，父 之 过 ！,我……","
2020-08-18 08:08
",1361
坏小孩cium,"首秀正直播呢，一晚上都没人送礼物。。。,快下播时，我妈进来了催我睡觉，当场屏幕上飘起各种花束，涂鸦，跑车，飞船，城堡等，都在夸我真会投胎，找了一个这么漂亮的女人做妈妈。。。。,​","
2020-08-31 06:47
",1790
金失&金华,"LZ真正的扬~名~立~万，始于一个夏天……,那年夏天特别热，我屁～股上长了很多火疖子，坐不得躺不得，只能光着屁～股在床～上趴着，二狗子这些没良心的玩伴来了也只会笑话我，还说小慧这几天也跟他们泡在一起，都快忘了我是谁了，急得我就像发了烧的公羊……,一家人看我痛苦的样子，真是看在眼里，急在心里……,妈妈最着急，毕竟我是她的心头肉啊，她赶紧跟外婆讨教了一个土方，用温水轻轻的给我擦洗干净，用碘酒给我消毒，这一下不要紧，我差点疼得把她踢下床去，老妈一边骂，一边狠狠地把我按住，任凭我伸腿瞪眼也不管用，好不容易消完毒，给我贴心的敷上了一张洗干净的荷叶，那冰冰凉凉的荷叶瞬间减轻了我的痛苦，不一会我就睡了过去……,等我醒来，老妈已经把荷叶拿掉了，我刚想挣扎着爬起来，突然感觉屁 股蛋子奇痒无比，立刻伸手去挠，老妈又想像按猪一样的按住我，可是，中年人的手速终究还是慢了一步，我还是挠到了，这一挠真是钻心的疼，我感觉像是被人连皮带毛薅下来一大绺头发…疼的我手舞足蹈，一拳打到了老妈的脸，老妈的脸撞到了桌子上，门牙都碰掉了，看着老妈龇牙咧嘴的狼狈样子，我好像忘记了疼痛，我特喵竟然笑了，老妈从地上爬起来，顾不得自己的门牙，过来就朝我屁~股蛋子啪~啪两巴掌，我的笑容瞬间凝固了，乡村的上空回荡着我杀~猪般的惨叫声……,老妈赶紧去找我奶奶，奶奶可是十里八乡有名的神～婆，妈妈去叫她的时候她刚帮人找到了不慎走失的一头骡子，正满嘴流油，甩着腮帮子吃猪板油炖白菜呢，这时候也顾不得吃了，她掐指一算，赶紧叫我妈去荷塘挖来一大坨淤泥，又叫来了我的几个玩伴，往淤泥里撒尿，加入几～把锅底灰，这锅底灰又叫百草霜，我常听大人们谈起，和童子尿掺在一起能解百~毒，奶奶搅拌均匀，和成泥状，摊成几个小饼，一个屁股蛋上使劲糊了一个，剩下的泡在凉水里，还吩咐二狗子，小饼表面要是不粘手了就换一个，又回去吃去了，二狗子平日里被我欺负惯了，这下他可逮住机会了，村子里不时飘荡着“啪“”啪”的巴掌声和我撕心裂肺的惨叫声……,等到奶奶回来，让二狗子回家了，享受完了二狗子的精心照料，这时我哭得已经没有了力气，奶奶看向我的眼神，慈爱又坚定……“孩子，睡一会吧，一会就好了……”奶奶对我说。,“奶奶，我想屙尿，你扶我去吧……”,奶奶赶紧扶我起来，我颤颤巍巍的走到了茅房，脚下一滑，一不小心把奶奶撞到了茅坑里，奶奶一只脚踩在茅坑里面，鞋子和裤腿上沾满了屎尿，一只脚踩在踏板上，她可能崴到脚了，怎么挣扎也出不来，一边挣扎还一边骂我：“你个专搓药丸的屎壳郎，还不把我拽出来？”我一边笑，一边给奶奶背顺口溜：“奶奶你，手拿ji mi文件，脚跨黄河两岸，前面机～枪扫射，后面炮～火连天……”,奶奶急了，又是一记响亮的巴掌拍在了我的屁股上，我又疼昏了过去……,等我再醒来，我已经躺在了医院的病床上，护士姐姐正在和同事夸我：“就这个小屁孩，可厉害了，他妈在牙科补牙，他奶奶在骨科看腿，他刚住到咱外科病房，小屁股都快被整成叫花鸡了……”,听了她们的话，我突然想小慧了…","
2020-08-03 08:11
",1590
狐小乔,"我们聂处长戴着口罩和墨镜来上班，我们都说他防护措施做得好。,中午，他打电话找我，我一进他的办公室，当时就惊呆了。,此时的处长已经摘下口罩、墨镜，呈现在眼前的是一张“猪头”脸，我问咋了？,处长想笑，咧嘴就喊疼：昨天和你嫂子打架，这虎娘们下手太狠了……小乔，中午你帮我点外卖吧。,我问：你没钱了？嫂子把私房钱搜走了？,经理：我的手机设置人脸识别，现在这鬼模样，手机打不开了！","
2020-08-31 15:37
",1065
tonoon,大学宿舍，某晚上半夜12点，某个姑娘在阳台打电话。 貌似是被男友抛弃了，哭的声嘶力竭的，老三被吵醒了。 姑娘哭了很久……这货忍不住了，冲到阳台上吼道：“半夜三更的，哭什么啊，不就一男人么！明天来找哥，哥做你男人！” 第二天姑娘找上门了……于是事儿就这么成了！！！,"
2020-07-19 22:24
",1056
精灵不次饭～,"孩子上学去了，家里好安静，老公在沙发上玩手机，我歪他身上撒娇说好无聊啊。老公提议，我们玩回到从前吧？你来找我，咋样？,好啊好啊！我等他进了卧室，就开心的去敲门，老公把门开条缝，瞅我一眼就“砰”地关上了：“你谁呀？快走！别打扰我玩游戏！”,我嘞个擦！","
2020-09-01 19:29
",1905
开心小视频,查成绩的那一刻，悬着的心终于停止了跳动。,"
2020-07-23 23:43
",1273
图图的耳朵会动耶,"和儿子在外面玩，看到他老师往这边过来，儿子忙躲了起来！我有点疑惑，却也没管他，迎上去跟老师打招呼，闲聊了几句，老师就走了。儿子又从旁边钻了出来，我瞪他：你这孩子，越大越没礼貌了，看到老师招呼都不打，还躲起来！,儿子扑闪着大眼睛看着我说：妈妈，不是我不跟老师打招呼，是昨天我们幼儿园毕业欢送会上，老师说，二十年后，你们再来见老师！这还没到二十年，我怎么见她啊！","
2020-07-22 07:55
",1090
-小门神~,"老爸买了一串紫檀木的佛珠，花了不少钱，还跟老妈炫耀:每个佛珠，都雕刻着小貔貅，貔貅的寓意非常好…,老爸没说完，老妈就劈头盖脸骂了老爸一顿，败 家啊！后来老妈去做饭，,老爸耷拉着脑袋，手里攥着佛珠，摸着上面一个个小貔貅，莫名其妙说了句:你们也是母老虎吗？……","
2020-07-19 17:18
",1026
忧郁的创可贴,"部门的帅哥陈最近和生产部小文员闹分手，因为分不开，闹得沸沸扬扬，上司让我出面好好协调，别再扩大影响了。,我找了帅哥陈，让他别死缠烂打，放手对大家都有好处，帅哥陈说：问题不在我，我是想分手她不让。,我只好找到小文员，小文员泪如雨下：分手不是不可以，但是欠我的礼物总得给我补上吧?,我疑惑 ：礼物？,小文员掏出了一叠欠条，都是帅哥陈写的，欠文员 情人节啊，儿童节啊，端午节啊，五四青年节等等节日礼物的欠条，上面还有签字和手印。。。","
2020-08-23 07:30
",2044
狐小乔,"爷爷九十岁高寿了，我回家看他时，他拿出个电话簿，翻一页说一句，这个人不在了...再翻一页:这个人去年走的，又翻一页，这个人上个星期还跟我唠嗑...翻着翻着问我，孙女你的号码是多少，给我记在这上面。,我：“爷爷，号码甭记了，我有空常来看您。”","
2020-07-26 14:51
",1291
程枂儿,"""公交车上，一个爸爸抱着小萝莉。,萝莉正在背诵古诗，只听她念到：＂锄禾日当午，地雷埋下土，爸爸走过去，炸成二百五。＂,全车人都笑喷了！""","
2020-08-02 10:47
",1063
可爱到家了,"有的男的真的好奇怪,好几天不联系突然问“你在干嘛”,我能干嘛,我当然是跟其他男的在一起啊 ​​​","
2020-09-12 06:08
",1051
坏小孩cium,"读书那会谈了个对象，有天我打电话给老妈，说这伙食不好，馋煎鸡蛋了。中午老妈就给我送饭。,我拿到食堂开心的打开饭盒给对象看，果然是亲妈，十来个煎鸡蛋，对象不吃，我一口气吃光了。,没两天对象提出分手，我哭着问为什么，对象不耐烦的说“你和我在一起我开始以为你爱我，现在才知道你爱上的是我们家养鸡场”。,这就是我的初恋","
2020-08-03 13:06
",1253
卖火柴的小妮子,"天气可热了，上司在V心群说，比手气吧，谁抢的大的谁去买冰棍。然后丢了包出来。。。,这红包原理谁不知道啊，谁抢先一般金额小啊，立马秒抢，看了下1分，激动不已。,上司群里说，就你了，抢一分的。,怎么可能，我仔细一看，我晕，怎么就发一包一个的包啊，都没人，肯定我最大。。。","
2020-08-07 08:17
",1086
半截烟云,"连着几个月，生 理 期前两天皮肤就痒得忒厉害，昨晚睡前刺挠得很，把皮肤都抓红了，我委屈巴巴地责怪男票:看嘛，都说特 殊 时 期不吃烧 烤，你倒好，买那么多，你不知道我的自控力吗，要不然怎么会上火。,男票边吃东西边理论:你这也要怪我，是谁管不住自己的呢，而且，你难道忘了特 殊 时 期火气大，是洪 水 猛 兽 要来的预兆吗？","
2020-09-07 13:55
",1167
狐小乔,"刚把我老弟言语教育了一番。老弟沉默良久，,突然问我我:姐你什么时候结婚了，一定要让我到场。,我内心一阵感动，为自己的行为感到一丝愧疚，,刚想安慰他两句，就见老弟咬牙切齿地说:我倒是要看看到底是哪个倒霉且不长眼的家伙，娶了你这么个老婆……,呵呵，看来光是言语教育还是不行……","
2020-09-06 10:40
",995
净心居士,老板办公室新做了一个墙，想试试隔音效果。让我在喊里面，他在外面能不能听到。于是我面带微笑喊道:老板你这个傻缺，什么时候给我涨工资，你听到了吗？,"
2020-07-19 13:15
",1812
晓来雾沾衣,"他叫康老二，是我在童年时代的死敌……,“小兔崽子，我叫你淘气，我叫你天天不学好，你他妈就知道惹祸，给我趴好了，屁股给我撅高了”……,我眼泪在眼眶里打转，死死咬着嘴唇，感受这来自老爹皮鞭的威力…,我委屈至极，想不通我不就把鸡圈给点着了吗？至于这么死命的打我？……,我爹裤带都打裂了，浑身都有些发抖，他歇了歇看着屁股已经肿了的我，有些心疼的说“他 妈的，疼不疼？下次还敢不敢了？”…,我嗷嗷直哭，但就是不服软，我流着鼻涕对我爹说“你打吧，呜呜，到时候我告诉（吸鼻子）妈妈回来（吸鼻子）收拾你”…,我爹听后又要动手，但是权衡利弊之后又放了下来，他面色凶狠的看着我“看你再有下次试试，我要是不让你在病床躺七天我不做你爹”……,说完后，他掀帘子走了出去，开始修理鸡圈…,我哭哭啼啼的穿好衣服，上院子里拿着我的小木剑一瘸一拐的出门去找小伙伴玩…,那时候是真皮实，看到他们后浑身都不痛了，这几个孙子在康老二的带领下正在扮演动画里的角色捉迷藏……,看到我来后，康老二呲着大板牙一撇嘴“孙子？干啥来了？”……,我和他一直不对付，属于那种见面不干仗就浑身难受的那种…,他一开口，我直接就炸了，我拿剑在空中甩了一个花，然后剑指康老二，怒道“你个野猪成精的家伙，再说一遍试试？信不信我一剑给你打回原形？”……,旁边的小伙伴纷纷拉住我俩，吵吵嚷嚷让我们以和为贵……,我和老二互相吐了口唾沫，都轻声道“煞笔”…,那时候刚接触动画不久，每天都热播着“葫芦娃”，这几个人正在演其中的角色，算上我正好七个……,几个人重新定了人设，我是六娃，会隐身……,康老二还教了我一段秘语“倭湿亢烙尓哒損咨噎”，说念完这段人就真的会消失，别人看不到…,以我俩这关系，我是对他没有任何信任而言，但是在小伙伴的怂恿之下，我还是高声念完了…,身体并没有任何感觉，但是耳边康老二一声炸响吓到了我，他惊恐道“卧槽，晓来呢？真不见了”……,边上的小伙伴也都炸锅了，纷纷附和道“真没了，卧槽，晓来念完咒语真的会隐身了”……,我下巴差点掉下来，挨个跑到他们面前比划着“我在这，喂，不会真看不到了吧？”……,但是他们都视我为无物，然后惊恐的四处逃散…,我都傻了，站在那不停地端详着自己的手和身体，心里可谓五味陈杂，康老二并没有告诉我怎么现形的咒语，我隐身后说话他们也都听不到，这怎么办？难道我就和这世界再见了吗？……,我心如死灰的往家走，泪珠成串的掉，我他妈人没了，老妈怎么办？她会不会想我？会不会在捡个小弟弟来替代我？……,我女神呢，她会白搭哪个孙子呢？……,想到这些，我跪地上嗷嚎大哭，钻心的疼痛侵蚀我全身，以至于最后我哭的浑身抽搐，直翻白眼…,这是一个五彩缤纷的世界，这是一个充满奇迹与理想的国度，可它再也与我无关，我失去了它…,我艰难的爬起来，起身拍了拍身上的土，失魂落魄的走到了家…,房前我爹正在猫着腰，用耙子小心的除着草…,我紧紧的咬着嘴唇，悲意从四面八方席卷而来，我看着我爹的背影，手里的剑不由得攥紧了七分…,如果他没有打我，我就不会去找他们玩，如果不去找他们，我也不会隐身…,我攥着剑，一步步走向他，我无所顾忌，因为他看不到我…,我轻轻的走到我爹身后，看我爹的大腚撅的老高，我深吸一口气，把剑举起，然后冲着我爹的菊花一捅……,时光如同静止，空气仿佛都消失了，偌大的世界似乎就剩了我们两个人……,我并没有用力，木剑也没有剑尖，但是前面还是穿透了我爹裤子，噗嗤一声怼进了一点……,我能感觉到我的剑瞬间被夹住了，那也是我第一次看到有人能用脚尖走路……,我爹两瓣屁股死死的夹着剑，仰天咆哮着点着脚尖蹭蹭蹭往前颠……,剑颤颤巍巍的扎在我爹的菊花，随着我爹奔跑不停地晃动…,我不知所措的站在原地，虽说我知道我已经隐身了，但是心里多少有些慌乱…,我爹跑了一阵，然后把剑忍着痛拔了出来，他回头望了我一眼，然后脑袋扎在地上不停的蹭，手握拳使劲拍打着地…,嘴里还不停叨咕着“卧槽，我日，你特么的”…,我心凉了，我能感受到我爹刚才的目光，是带着杀气的看着我，我慢慢的后退，然后扭头狂奔，我爹看我跑了，怒骂一声玩命追我…,我一边跑一边暗骂，心说完了完了，我爹能看到我，他能看到我……,我仗着身小灵活，转了一个弯，赶忙跑到了爷爷家…,我冲进了大门，我爹紧随其后，我看到我爷端了一盆水正出来，激动之余我脚下一崴，直接扑倒了在地上…,我爹也没料到我会摔倒，直接绊在了我身上，然后直接向前扑上了我爷……,我爷根本来不及反应，就被我爹按到在地，盆里的水一点没白搭，全泼自己脸上了…,我爹趴在我爷身上，四目相对之下，我爹露出了一个自以为和善的笑容，结果让我爷一巴掌呼在了脑袋上…,两个人赶忙起身，我爷淋的是肥皂水，满脸都是沫子，他抹了一把脸，一张嘴直往外吐泡泡“妈了巴子的（突突突出了好几个泡泡）你他妈挺大的人了，着什么急，尿裤裆了是咋的？”…,然后赶忙上前扶起了我，我身上都搓坏了，趴在我爷身上又一阵大哭…,我爹想上前揍我，但又惧怕我爷，他站那支吾的说“爸，这小兔崽子拿剑扎我，您别护着他，我今非得让他长长记性”……,我爹吹胡子瞪眼吐泡泡道“你他妈敢动我孙子试试？长能耐了？扎你一下就扎你一下，你挺大的人了能多疼？”……,我爹捂着隐隐作痛的菊花，耿耿着脖子道“多疼？要不您也试试？啥都不知道就知道说我”…,我爷把我护在身后，暴走道“玛德，你真无法无天了，来，还我试试？来，你踏马试试来”…,我爹听完后竟然还有跃跃欲试的感觉，但是碍于老爷子的威严实在不敢上前一步……,我在后面寻思爷爷这是什么癖好？好奇心油然而生，我忍不住双手互握，食指中指伸出，然后冲着我爷的菊花一捅…,那天，我受到了来自爷爷和父亲的“爱”的关怀，卫生院七日游……,几天出院后，我煞笔似的还琢磨为什么我不能隐身了呢？……,然后突然想起康老二的秘语“倭湿亢烙尓哒損咨噎”…,重复了几遍后，我忍不住问候康老二全家…,这特么的竟然是“倭湿亢烙尓哒損咨，噎！,我是康老二大孙子，耶！”…","
2020-09-03 09:24
",2773
